N,P,K,temperature,humidity,ph,rainfall,label,NPK_total,N_P_ratio,N_K_ratio,P_K_ratio,moisture_index,ph_level,rainfall_level,season,fertilizer,label_encoded
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,186,1.6296295994513037,1.9999999545454556,1.227272699380166,2158.7563261468426,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,192,1.7272726958677693,2.261904708049888,1.309523778344672,2201.185868763597,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,191,1.7368420747922444,2.8285713477551044,1.6285713820408179,2172.106063900181,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,170,2.435897373438529,2.638888815586422,1.0833333032407417,1984.2936327172456,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,147,1.39534880475933,1.3636363326446288,0.977272705061984,1743.6097309109664,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,148,1.4318181492768602,1.5365853283759676,1.0731707055324218,2023.9742805393269,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,140,1.4761904410430848,1.7222221743827175,1.1666666342592602,1869.6004384414039,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,152,1.4222221906172847,1.4883720584099522,1.0465116035694977,2140.8168670984164,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,179,1.3833333102777783,2.3055554915123477,1.6666666203703717,2051.4778933588136,neutral,high,Summer,NPK 20:10:10 + Urea,20
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,162,2.0499999487500014,2.0499999487500014,0.9999999750000007,2021.1653640524132,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,182,1.6346153531804741,1.8888888469135814,1.1555555298765439,2167.3683177970256,neutral,high,Summer,NPK 20:10:10 + Urea,20
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,164,2.599999925714288,2.3947367790858745,0.9210526073407209,2004.8750907798865,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,167,1.5510203765097883,1.8095237664399104,1.1666666388888896,2108.5085080184276,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,151,1.8974358487836962,1.9473683698060957,1.0263157624653747,1966.014521100038,alkaline,high,Spring/Autumn,NPK 20:10:10 + Urea,20
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,161,1.8372092595997849,2.0256409737015137,1.102564074293229,1748.6771505696352,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,188,1.5999999709090915,1.9555555120987664,1.2222221950617291,1981.025851430526,alkaline,high,Spring/Autumn,NPK 20:10:10 + Urea,20
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,139,1.6666666203703717,1.39534880475933,0.8372092828555981,1946.2696872213794,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,175,1.266666645555556,1.9487178987508231,1.538461499013808,1610.6040530696182,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,191,1.660714256058674,2.2142856615646274,1.3333333015873023,1961.6789982345647,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,168,1.0833333152777782,1.5116278718226077,1.39534880475933,1799.4883323927727,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,183,1.8269230417899416,2.638888815586422,1.444444404320989,2198.9553818780564,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,152,1.973684158587259,1.9230768737672597,0.9743589493754116,1988.1340899643178,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,166,1.370370344993142,1.9473683698060957,1.4210525941828265,2141.472882339951,neutral,high,Summer,NPK 20:10:10 + Urea,20
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,172,2.5277777075617305,2.0222221772839517,0.7999999822222227,2015.468586949662,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,157,1.5434782273156908,1.7749999556250011,1.1499999712500009,1665.4813411181049,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,189,1.799999967272728,2.8285713477551044,1.5714285265306136,1743.0982715804714,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,150,1.7999999550000012,1.8947367922437688,1.0526315512465383,1678.233310296744,alkaline,high,Spring/Autumn,NPK 20:10:10 + Urea,20
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,186,1.431034458085613,1.844444403456791,1.2888888602469142,2151.0369728066257,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,189,1.6034482482164096,2.447368356648201,1.5263157493074804,1727.0077346129756,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,148,1.9444443904321005,1.666666626984128,0.8571428367346944,1763.2046652388292,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,165,1.6170212421910375,1.8095237664399104,1.1190475924036287,1672.7941132316373,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,176,2.4146340874479493,2.7499999236111132,1.1388888572530873,2023.8610189845106,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,190,1.8333332993827167,2.6756756033601192,1.4594594200146103,1698.5616795696772,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,180,1.4576270939385239,2.457142786938778,1.685714237551022,2117.4194422085084,neutral,high,Summer,NPK 20:10:10 + Urea,20
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,156,1.4999999673913051,1.682926788221298,1.121951192147532,1898.0607509387105,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,184,1.6249999709821434,2.459459392987584,1.5135134726077442,1887.8832187739279,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,154,1.173076900517752,1.4878048417608576,1.2682926519928621,2095.340041585,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,150,1.48888885580247,1.7631578483379515,1.1842104951523555,1867.5680374648525,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,158,1.8809523361678016,2.135135077428782,1.135135104455808,2060.4855454415074,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,163,1.8139534461871292,1.8571428129251712,1.0238094994331073,1769.9406853285373,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,165,1.3888888631687248,2.0833332754629645,1.4999999583333345,2223.71772741804,neutral,high,Summer,NPK 20:10:10 + Urea,20
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,178,2.694444369598768,2.1555555076543222,0.7999999822222227,1819.612992424076,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,158,1.4255318845631515,1.5227272381198356,1.0681817939049594,2186.1981239047213,alkaline,high,Summer,NPK 20:10:10 + Urea,20
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,146,2.085714226122451,1.9210525810249321,0.9210526073407209,2040.3994384410078,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,150,2.1388888294753103,2.081081024835648,0.9729729466764069,2190.016266281062,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,160,1.9756097079119586,2.13157889127424,1.0789473400277017,1898.8390662849524,alkaline,high,Spring/Autumn,NPK 20:10:10 + Urea,20
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,168,1.1929824352108345,1.5813953120605742,1.3255813645213637,2097.00275905742,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,152,1.5999999644444454,2.057142798367349,1.285714248979593,2109.3191347858988,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,157,1.1509433745105024,1.4186046181719858,1.2325581108707417,2140.149782239888,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,149,1.5581394986479187,1.7179486738987522,1.102564074293229,2212.9106790266237,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,164,1.155172393876338,1.7179486738987522,1.487179449046681,2036.3647113174884,acidic,high,Summer,NPK 20:10:10 + Urea,20
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,164,1.099999981666667,1.736842059556788,1.5789473268698073,1843.5073191250704,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,163,1.9069766998377513,2.1578946800554033,1.1315789175900286,1896.267861849514,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,178,1.6799999664000007,1.9090908657024805,1.1363636105371908,2074.7153418846956,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,176,1.5283018579565688,1.9285713826530624,1.2619047318594112,1918.5811371955974,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,181,1.8199999636000008,2.2749999431250014,1.249999968750001,1752.0752038605476,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,184,1.7547169480242086,2.447368356648201,1.3947368054016631,2205.9429924869864,neutral,high,Summer,NPK 20:10:10 + Urea,20
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,172,2.045454498966943,2.368420990304711,1.157894706371192,1999.3800305721368,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,161,1.799999960000001,2.3142856481632674,1.285714248979593,2125.55265896136,slightly_acidic,high,Summer,NPK 20:10:10 + Urea,20
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,156,1.9499999512500013,2.0526315249307494,1.0526315512465383,2219.200218898906,alkaline,high,Summer,NPK 20:10:10 + Urea,20
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,147,1.1764705651672438,1.6666666203703717,1.416666627314816,1879.5237885253864,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,176,1.913043436672969,2.095238045351475,1.0952380691609984,1893.2203539351585,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,177,1.9787233621548221,2.5135134455807178,1.2702702359386424,1768.7595692275354,neutral,high,Spring/Autumn,NPK 20:10:10 + Urea,20
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,160,1.0909090710743805,1.3333333037037045,1.2222221950617291,1783.9688681526782,slightly_acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,157,2.2285713648979613,1.7727272324380174,0.7954545273760335,2247.530380521481,neutral,high,Summer,NPK 20:10:10 + Urea,20
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,142,1.756756709276846,1.624999959375001,0.9249999768750007,1952.7030093933317,acidic,high,Spring/Autumn,NPK 20:10:10 + Urea,20
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,141,1.314814790466393,4.437499722656267,3.374999789062513,1440.2761111260722,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,122,1.3863636048553727,3.588235083044995,2.588235141868521,1868.1146660610132,neutral,moderate,Summer,NPK 20:10:10,11
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,139,1.8604650730124404,4.999999687500019,2.68749983203126,1686.6587692525604,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,152,1.2586206679548162,3.476190310657604,2.7619046303854935,1152.048671083903,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,119,1.6052631156509707,3.0499998475000076,1.8999999050000047,1158.536141402657,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,125,1.6585365449137428,4.249999734375017,2.5624998398437597,1258.887492520089,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,151,2.268292627602619,5.470587913494828,2.411764564013849,1703.9506254220732,slightly_acidic,moderate,Summer,NPK 20:10:10,11
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,168,1.4833333086111116,4.684210279778406,3.1578945706371275,1680.0567324083079,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,137,1.72727268801653,4.470587972318354,2.588235141868521,1277.1595432319511,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,152,1.1166666480555558,2.679999892800004,2.399999904000004,1664.422272904549,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,133,1.590909054752067,3.6842103324099824,2.3157893518005603,1712.7225129491437,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,160,1.8367346563931704,4.285714081632663,2.3333332222222274,1698.0355170690752,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,130,1.1923076693786987,3.874999757812515,3.2499997968750125,1310.6802540858603,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,152,2.090909043388431,5.749999640625022,2.7499998281250106,1241.5394083060003,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,141,1.2222221995884779,3.142856993197286,2.5714284489795975,1516.4474767336483,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,143,1.0862068778240195,2.8636362334710803,2.636363516528931,1009.1243165433957,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,134,1.4893616704391135,4.11764681660901,2.764705719723193,1733.1488127044443,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,119,1.4878048417608576,3.588235083044995,2.411764564013849,1640.817467193188,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,138,1.245282995372019,3.4736840277008403,2.7894735373961295,1388.2862478585134,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,148,1.3454545209917361,3.894736637119124,2.8947366897507005,1135.251960493421,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,155,1.3508771692828567,3.6666664920635004,2.7142855850340197,1840.1017914804913,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,164,1.979999960400001,6.59999956000003,3.333333111111126,1290.1581940490867,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,152,1.3214285478316332,3.3636362107438083,2.545454429752071,1218.777635249906,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,149,1.844444403456791,3.9523807641723443,2.1428570408163314,1106.480325598861,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,164,2.0833332899305566,6.249999609375024,2.9999998125000116,1728.8774104821364,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,146,1.5490195774702045,4.937499691406269,3.187499800781262,1735.6098705548375,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,151,2.4102563484549657,5.2222219320987815,2.166666546296303,1373.4483983799005,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,139,1.5306122136609752,4.999999666666689,3.2666664488889037,1540.00061095983,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,148,1.624999966145834,3.545454384297528,2.1818180826446323,1457.0692940691524,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,161,1.6111110812757208,4.349999782500011,2.6999998650000068,1625.945779339711,neutral,moderate,Summer,NPK 20:10:10,11
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,147,2.4857142146938798,3.4799998608000053,1.3999999440000022,1354.529420634896,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,125,1.4651162449972968,3.315789299168984,2.263157775623275,1028.3375832263325,neutral,moderate,Spring/Autumn,NPK 20:10:10,11
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,166,1.4736841846722073,3.359999865600005,2.2799999088000034,1532.2198198291549,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,122,1.8285713763265323,2.7826085746691924,1.5217390642722146,1424.8401815823725,slightly_acidic,moderate,Spring/Autumn,NPK 20:10:10,11
